,职位,公司,城市,薪资,经验,学历
978,iOS开发工程师,浙江云之涞网络科技有限公司,杭州,7000,1-3年,大专
979,高级ios开发工程师,成都才来聚人力资源有限公司,成都,10000,3-5年,大专
980,高级ios开发工程师,成都才来聚人力资源有限公司,成都,18000,5-10年,大专
981,ios/mac 高级开发工程师,杭州弗兰科信息安全科技有限公司,杭州,15000,3-5年,本科
982,iOS架构师,抖音视界（北京）有限公司,杭州,30000,不限,本科
983,iOS资深研发工程师-抖音,抖音视界（北京）有限公司,北京,25000,不限,本科
984,社区iOS开发工程师,北京智者天下科技有限公司,北京,25000,3-5年,本科
985,高级海外广告优化师-ios端,北京达佳互联信息技术有限公司,北京,20000,5-10年,本科
986,高级 iOS 开发工程师,深圳大宇无限科技有限公司,深圳,30000,不限,本科
987,iOS平台优化工程师,成都西山居互动娱乐科技有限公司珠海分公司,珠海,20000,不限,本科
988,iOS 研发工程师 (MJ003795),北京智者天下科技有限公司,北京,25000,1-3年,本科
989,高级ios安卓web前端开发主管,深圳唐果屋智能科技有限公司,深圳,23000,3-5年,本科
990,互联网业务-iOS多媒体开发工程师,富途网络科技（深圳）有限公司,深圳,18000,3-5年,本科
991,资深IOS研发工程师-非中商业平台,抖音视界（北京）有限公司,北京,40000,不限,本科
992,iOS-Swift/Flutter,伍柒必乐科技（成都）有限公司,成都,12000,5-10年,本科
993,IOS开发工程师（初级）,贝氏标准（北京）科技有限公司,北京,8000,1-3年,大专
994,iOS 研发工程师 (MJ003795),北京智者天下科技有限公司,北京,25000,1-3年,本科
995,外卖技术-大前端研发工程师（Android、iOS、FE）,北京三快在线科技有限公司,北京,30000,3-5年,本科
996,IOS开发工程师（游戏业务）,抖音视界（北京）有限公司,广州,25000,3-5年,本科
997,iOS 客户端开发-云游戏 (MJ003272),上海米哈游网络科技股份有限公司,上海,25000,不限,不限
998,高级iOS开发工程师 (MJ000769),广州希音供应链管理有限公司,深圳,20000,3-5年,本科
999,金融业务-iOS开发工程师,富途网络科技（深圳）有限公司,深圳,16000,1-3年,本科
1000,iOS架构师(J3TNV),掌阅科技股份有限公司,北京,35000,5-10年,本科
1001,中级iOS研发工程师,广州优路网络科技有限公司,广州,16000,3-5年,大专
1002,移动端产品经理（偏IOS方向）,深圳星创信息技术有限公司,深圳,10000,1-3年,本科
1003,高级iOS研发工程师(W86P),掌阅科技股份有限公司,北京,20000,3-5年,本科
1004,iOS研发工程师（商家端）,上海寻梦信息技术有限公司,上海,30000,3-5年,本科
1005,iOS研发leader — 抖音,抖音视界（北京）有限公司,北京,50000,不限,本科
1006,IOS开发工程师（游戏业务）,抖音视界（北京）有限公司,广州,25000,3-5年,本科
1007,ios高级研发工程师,广州优聚大鱼科技有限公司,广州,15000,3-5年,本科
1008,Flutter开发工程师（iOS/android）,深圳市天创进科技有限公司,深圳,15000,3-5年,大专
1009,资深IOS开发工程师（无线框架）,携程计算机技术（上海）有限公司,上海,30000,5-10年,本科
1010,iOS架构师(J3TNV),掌阅科技股份有限公司,北京,35000,5-10年,本科
1011,android/ios开发工程师,携程计算机技术（上海）有限公司,上海,30000,5-10年,本科
1012,中级iOS研发工程师,广州优路网络科技有限公司,广州,16000,3-5年,大专
1013,高级iOS研发工程师(W86P),掌阅科技股份有限公司,北京,20000,3-5年,本科
1014,iOS研发工程师（买菜方向）(T010994),上海寻梦信息技术有限公司,上海,30000,3-5年,本科
1015,iOS研发工程师（C端）(T000093),上海寻梦信息技术有限公司,上海,25000,不限,本科
1016,iOS开发工程师（收钱吧APP),上海收钱吧互联网科技股份有限公司,上海,20000,3-5年,本科
1017,高级iOS开发工程师 (MJ001653),上海嘉银金融科技股份有限公司,上海,25000,5-10年,本科
1018,iOS开发工程师(A226152),北京懂球帝科技有限公司,杭州,15000,3-5年,本科
1019,IOS工程师(国际)-长沙 (MJ000501),数字马力（杭州）信息技术有限公司,长沙,10000,3-5年,本科
1020,iOS开发工程师—今日头条,抖音视界（北京）有限公司,北京,25000,不限,本科
1021,iOS开发工程师-今日头条,抖音视界（北京）有限公司,深圳,25000,3-5年,本科
1022,IM平台-客户端（IOS/安卓/PC）开发负责人,美的集团股份有限公司,佛山,30000,5-10年,本科
1023,IOS开发工程师(深圳),深圳市时代华盛网络科技有限公司,深圳,18000,5-10年,本科
1024,iOS开发工程师（广州）(J11714),建信金融科技有限责任公司,广州,15000,3-5年,本科
1025,外卖技术-大前端研发工程师（Android、iOS、FE）,北京三快在线科技有限公司,北京,30000,3-5年,本科
1026,高级IOS研发工程师,北京小熊博望科技有限公司,北京,25000,3-5年,本科
1027,高级IOS开发工程师 (MJ015360),携程计算机技术（上海）有限公司,上海,30000,5-10年,本科
1028,安卓/ios/web 前端开发工程师,深圳唐果屋智能科技有限公司,深圳,15000,3-5年,本科
1029,iOS开发工程师【No.003】,北京优幕科技有限责任公司,北京,15000,3-5年,本科
1030,高级ios研发工程师,深圳市求一科技有限公司,深圳,18000,3-5年,本科
1031,ios研发工程师,深圳市求一科技有限公司,深圳,13000,1-3年,本科
1032,iOS/Mac客户端开发工程师,富途网络科技（深圳）有限公司,深圳,30000,3-5年,本科
1033,ios高级研发工程师,广州优聚大鱼科技有限公司,广州,15000,3-5年,本科
1034,初级iOS研发工程师,广州优路网络科技有限公司,广州,8000,1-3年,大专
1035,Android/iOS 开发工程师（智能创作方向）,抖音视界（北京）有限公司,广州,30000,1-3年,本科
1036,iOS 高级研发工程师（国际化产品）,抖音视界（北京）有限公司,上海,20000,3-5年,本科
1037,Flutter开发工程师（iOS/android）,深圳市天创进科技有限公司,深圳,15000,3-5年,大专
1038,资深IOS开发工程师（无线框架）,携程计算机技术（上海）有限公司,上海,30000,5-10年,本科
1039,android/ios开发工程师,携程计算机技术（上海）有限公司,上海,30000,5-10年,本科
1040,移动音视频工程师 - iOS方向 (MJ007120),北京搜狐新媒体信息技术有限公司,广州,15000,不限,本科
1041,iOS研发工程师（买菜方向）(T010994),上海寻梦信息技术有限公司,上海,30000,3-5年,本科
1042,资深ios开发工程师,南京伯索网络科技有限公司,南京,20000,5-10年,本科
1043,iOS 研发工程师（性能优化方向）(T010508,上海寻梦信息技术有限公司,上海,30000,不限,本科
1044,ios/mac 高级开发工程师,杭州弗兰科信息安全科技有限公司,杭州,15000,3-5年,本科
1045,社区iOS开发工程师,北京智者天下科技有限公司,北京,25000,3-5年,本科
1046,高级iOS开发工程师 (MJ001653),上海嘉银金融科技股份有限公司,上海,25000,5-10年,本科
1047,iOS开发工程师（直播）-【主站】,北京达佳互联信息技术有限公司,北京,15000,1-3年,本科
1048,高级 iOS 开发工程师,深圳大宇无限科技有限公司,深圳,30000,不限,本科
1049,高级/资深ios开发工程师（上海） (MJ005626),广州希音供应链管理有限公司,上海,20000,3-5年,本科
1050,高级iOS开发工程师 — faceu,抖音视界（北京）有限公司,深圳,20000,3-5年,本科
1051,Android/iOS SDK开发工程师（智能创作方向）,抖音视界（北京）有限公司,深圳,20000,1-3年,本科
1052,SPBU- iOS开发工程师,广州酷狗计算机科技有限公司,广州,25000,5-10年,本科
1053,客户端开发工程师（ios）,北京创智汇聚科技有限公司,北京,20000,5-10年,本科
1054,iOS-Swift/Flutter,伍柒必乐科技（成都）有限公司,成都,12000,5-10年,本科
1055,初级iOS开发工程师,北京畅聊天下科技股份有限公司,北京,15000,1-3年,本科
1056,iOS开发工程师（广州）(J11714),建信金融科技有限责任公司,广州,15000,3-5年,本科
1057,外卖技术-大前端研发工程师（Android、iOS、FE）,北京三快在线科技有限公司,北京,30000,3-5年,本科
1058,IOS开发工程师(009230),中信银行股份有限公司信用卡中心,深圳,20000,3-5年,本科
1059,安卓/ios/web 前端开发工程师,深圳唐果屋智能科技有限公司,深圳,15000,3-5年,本科
1060,ios运营,深圳哇哇鱼网络科技有限公司,深圳,12000,1-3年,本科
1061,iOS开发工程师（双休+五险一金）,广东乐拼互联网科技有限公司,广州,12000,3-5年,大专
1062,IOS开发工程师/专家,上海寻梦信息技术有限公司,上海,30000,3-5年,本科
1063,高级ios研发工程师,深圳市求一科技有限公司,深圳,18000,3-5年,本科
1064,iOS初级开发工程师,深圳市灵珞车品有限公司,深圳,9000,1-3年,大专
1065,iOS开发（高级）工程师&nbsp;-&nbsp;技术中台方向,抖音视界（北京）有限公司,深圳,20000,3-5年,本科
1066,iOS研发（高级）工程师 — 皮皮虾,抖音视界（北京）有限公司,北京,25000,3-5年,本科
1067,iOS研发工程师（买菜方向）(T010994),上海寻梦信息技术有限公司,上海,30000,3-5年,本科
1068,（短视频方向）ios开发工程师,北京第三石科技发展有限公司,北京,20000,3-5年,本科
1069,iOS研发工程师（C端）(T000093),上海寻梦信息技术有限公司,上海,25000,不限,本科
1070,iOS开发工程师（收钱吧APP),上海收钱吧互联网科技股份有限公司,上海,20000,3-5年,本科
1071,移动开发工程师（Android/IOS）,中国民航信息网络股份有限公司重庆分公司,重庆,5000,1-3年,本科
1072,ios开发工程师,成都锐石引擎科技有限公司,成都,13000,3-5年,大专
1073,iOS开发工程师,深圳市应科科技有限公司,深圳,12000,不限,本科
1074,高级ios开发工程师,成都赋节科技咨询有限责任公司,成都,15000,3-5年,本科
1075,ios开发工程师,君和佳仕（北京）企业管理咨询有限责任公司,北京,30000,5-10年,本科
1076,IOS开发工程师,北京医来伸手健康管理有限公司,北京,11000,3-5年,本科
1077,ios开发工程师,兴业数字金融服务（上海）股份有限公司,成都,15000,不限,本科
1078,ios工程师,广州丹霄信息技术有限公司,广州,15000,5-10年,本科
1079,IOS开发工程师,杭州大名软件有限公司,杭州,12000,1-3年,本科
1080,Android/iOS SDK开发工程师（企业产品方向）,抖音视界（北京）有限公司,广州,30000,1-3年,本科
1081,Android/iOS 开发工程师（智能创作方向）,抖音视界（北京）有限公司,广州,30000,1-3年,本科
1082,互联网业务-iOS开发工程师,富途网络科技（深圳）有限公司,深圳,20000,3-5年,本科
1083,ios工程师,广州丹霄信息技术有限公司,广州,15000,5-10年,本科
1084,IOS开发工程师,杭州大名软件有限公司,杭州,12000,1-3年,本科
1085,ios开发工程师,四川翻台宝科技有限公司,成都,7000,1-3年,本科
1086,ios工程师,成都灵妙云电子商务有限公司,成都,15000,5-10年,本科
1087,ios开发,广州市左边广告有限公司,广州,10000,1-3年,不限
1088,iOS高级客户端工程师,财付通支付科技有限公司,上海,25000,不限,本科
1089,ios开发工程师,成都新大瀚人力资源管理有限公司,杭州,20000,5-10年,本科
1090,ios开发工程师,保定伯荐服装有限公司,北京,25000,3-5年,大专
1091,移动开发工程师（IOS+Andriod）,上海万马汇网络科技有限公司,上海,17000,3-5年,本科
1092,ios开发工程师,华为技术有限公司,深圳,15000,3-5年,本科
1093,ios高级开发工程师,民生科技有限责任公司,北京,30000,5-10年,本科
1094,ios开发工程师,广东绿箭新能源汽车有限公司,广州,9000,1-3年,大专
1095,iOS开发工程师-创新业务,抖音视界（北京）有限公司,广州,20000,不限,不限
1096,iOS研发leader — 抖音,抖音视界（北京）有限公司,北京,50000,不限,本科
1097,ios高级开发工程师,深圳市启明卓聘咨询有限公司,北京,30000,5-10年,本科
1098,高级ios开发工程师,牵手未来科技（北京）有限公司,北京,30000,3-5年,本科
1099,IOS开发工程师,北京时光草堂医院管理有限公司,北京,11000,3-5年,本科
1100,高级ios开发工程师,深圳市嘉信福实业集团有限公司,深圳,20000,5-10年,本科
1101,ios开发工程师,深圳小树成长科技有限公司,深圳,10000,1-3年,本科
1102,ios开发工程师,天津特能行科技有限公司,北京,9000,1-3年,本科
1103,ios开发工程师,上海清序科技有限公司,上海,20000,3-5年,本科
1104,ios开发工程师,成都金翼云科技有限公司,成都,8000,1-3年,大专
1105,高级ios开发工程师,常相伴（武汉）科技有限公司,武汉,20000,3-5年,本科
1106,ios开发工程师,武汉话不多网络科技有限公司,武汉,8000,3-5年,本科
1107,ios开发工程师,成都飞欧比网络科技有限公司,成都,13000,1-3年,本科
